InstitutionCode,CatalogNumber,IndividualCount,ScientificName,Latitude,Longitude,Locality,YearCollected,MonthCollected,DayCollected,Collector,CI,decade,IndividualFishID,Dissector,DissectionDate,Sex,TotalLength_mm,StandardLength_mm,weight_mg,Date_Datasheet_Completed,NotesOnSpecimenPriorToDissection,ParasitesFound,CYST.SAC.Skin,TREM.META_4.SKIN,BuccalCavity,BodyCavity,TREM.LARV.PectoralFin,TREM.SMLARV.PECTORALFIN,CYST.UNKN.PECTORALFIN,CYST.UNKN.PelvicFin,TREM.LARV.AnalFin,trem.larv.CaudalFin,CYST.UNK.CAUDALFIN,TREM.META.CAUDALFIN,TREM.LARV.DorsalFin,CYST.UNKN.DORSALFIN,Gonad,nem.cystL.Liver,CYST.UNKN.LIVER,TREM.META.LIVER,Spleen,TREM.META.Kidney,TREM.META.EYE,TREM.META_4.EYE,TREM.META_5.EYE,TREM.META_6.Eye,TREM.META_7.EYE,TREM.META.8.EYE,TREM.CYST.EYE,Heart,Stomach,NEM.CYST.CONNECTIVETISSUE,TREM.CYST.CONNECTIVETISSUE,TREM.META.CONNECTIVETISSUE,TREM.META_2.CONNECTIVETISSUES,TREM.META_3.CONNECTIVETISSUES,TREM.META_9.CONNECTIVETISSUE,CYST.UNKN.ConnectiveTissue,NEM.CAP.INTESTINE,NEM.TFS.INTESTINE,NEM.CYST.Intestine,NEM.UNKN.INTESTINE,CEST.LVS.INTESTINE,CEST.HYD.INTESTINE,CEST.CYRC.INTESTINE,CEST.COMP.INTESTINE,TREM.L.INTESTINE,TREM.GB.INTESTINE,UNK.SPK.INTESTINE,UNK.GC.INTESTINE,MONO.NA.Gill,MONO.DACT.GILL,MONO.BULL.GILL,MONO.UNKN.GILL,TREM.META.GILL,TREM.META_4.GILL,TREM.CYST.GILL,COPE.A.GILL,CYST.UNK.GILL,MYX.SP.GILL,TREM.META.FLUSH,TREM.META_1.FLUSH,TREM.CYST.FLUSH,MONO.BULL.FLUSH,NEM.BRAN.FLUSH,NEM.TWAS.FLUSH,ParasitesVouchered,NEM.CAP.VOUCH,NEM.BRAN.VOUCH,NEM.TFS.VOUCH,NEM.CYST.VOUCH,NEM.CYSTL.VOUCH,NEM.TWAS.VOUCH,NEM.UNKN.VOUCH,CEST.LVS.VOUCH,CEST.HYD.VOUCH,CEST.CURC.VOUCH,CEST.COMP.VOUCH,TREM.GB.VOUCH,TREM.META_1.VOUCH,TREM.META_2.VOUCH,TREM.META_3.VOUCH,TREM.META_4.VOUCH,TREM.META_5.VOUCH,TREM.META_6.VOUCH,TREM.META_7.VOUCH,TREM.META_9.VOUCH,TREM.META.CAUDALFIN.vouch,TREM.META.EYE.vouch,TREM.META.LIVER.vouch,TREM.META.KIDNEY.vouch,TREM.META.CONNECTIVETISSUE.vouch,TREM.META.GILL.vouch,TREM.META.FLUSH.vouch,TREM.CYST.VOUCH,TREM.SMLARV.VOUCH,TREM.LARV.FIN.VOUCH,MONO.NA.VOUCH,MONO.DACT.VOUCH,MONO.BULL.VOUCH,MONO.UNKN.VOUCH,COPE.A.VOUCH,MYX.SP.VOUCH,CYST.UNKN.VOUCH,UNK.SPK.VOUCH,UNK.GC.VOUCH,ParasitesmMounted,NEM.CAP.MOUNT,NEM.TFS.MOUNT,NEM.CYST.MOUNT,NEM.CYSTL.MOUNT,NEM.UNKN.MOUNT,CEST.LVS.MOUNT,CEST.HYD.MOUNT,CEST.CURC.MOUNT,CEST.COMP.MOUNT,TREM.GB.MOUNT,TREM.META_1.MOUNT,TREM.META_2.MOUNT,TREM.META_3.MOUNT,TREM.META_4.MOUNT,TREM.META_5.MOUNT,TREM.META_6.MOUNT,TREM.META_7.MOUNT,TREM.META_9.MOUNT,TREM.CYST.MOUNT,TREM.SMLARV.MOUNT,TREM.LARV.FIN.MOUNT,MONO.NA.MOUNT,MONO.BULL.MOUNT,MONO.UNKN.MOUNT,COPE.A.MOUNT,MYX.SP.MOUNT,CYST.UNKN.MOUNT,UNK.SPK.MOUNT,UNK.GC.MOUNT
TU,118284,53,Notropis atherinoides,,,,1980,10,23,Suttkus and Gurring,,,118284_04,HT CJW KL,02/05/24,NA,67,50,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,118284,53,Notropis atherinoides,,,,1980,10,23,Suttkus and Gurring,,,118284_03,HT DD,02/05/24,NA,54,41,,,insect larva in gut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,118284,53,Notropis atherinoides,,,,1980,10,23,Suttkus and Gurring,,,118284_02,HT GC KL,02/05/24,NA,51,40,,,INSECTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,118284,53,Notropis atherinoides,,,,1980,10,23,Suttkus and Gurring,,,118284_01,HT CJW,02/05/24,F,57,42,,,tardigrade-type animal perhaps,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,192778,32,Notropis atherinoides,,,,2001,4,28,Suttkus and Dannemann,,,192778_02,HT KL,02/12/2024,F,87,67,,,,,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
TU,192778,32,Notropis atherinoides,,,,2001,4,28,Suttkus and Dannemann,,,192778_04,HT DD,02/12/2024,NA,68,54,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,192778,32,Notropis atherinoides,,,,2001,4,28,Suttkus and Dannemann,,,192778_03,HT KL,02/12/2024,F3,67,52,,,,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,192778,32,Notropis atherinoides,,,,2001,4,28,Suttkus and Dannemann,,,192778_01,HT GMC,02/12/2024,f,64,49,,,,,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,49057,44,Notropis atherinoides,,,,1967,12,7,Suttkus Laska and Suttkus,,,49057_04,kl dd cjw,02/21/2024,na,73,57,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,41867,66,Notropis atherinoides,,,,1966,10,17,suttkus and gunning,,,41867_04,ht kl,02/26/24,m,52,39,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,41867,66,Notropis atherinoides,,,,1966,10,17,suttkus and gunning,,,41867_01,ht cjw,02/26/2024,na,52,43,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,41867,66,Notropis atherinoides,,,,1966,10,17,suttkus and gunning,,,41867_02,HT GMC,02/26/2024,NA,44,31,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,41867,66,Notropis atherinoides,,,,1966,10,17,suttkus and gunning,,,41867_03,HT DD,02/26/2024,NA,51,39,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,49057,44,Notropis atherinoides,,,,1967,12,7,Suttkus Laska and Suttkus,,,49057_03,KL GMC,02/21/2024,NA,92,75,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,75711,16,Notropis atherinoides,,,,1972,1,25,Suttkus and Cashner,,,75711_04,kl,03/04/2024,f,69,56,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,75711,16,Notropis atherinoides,,,,1972,1,25,Suttkus and Cashner,,,75711_03,kl gmc,03/04/2024,na,66,54,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,75711,16,Notropis atherinoides,,,,1972,1,25,Suttkus and Cashner,,,75711_02,kl,02/28/24,na,59,48,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,75711,16,Notropis atherinoides,,,,1972,1,25,Suttkus and Cashner,,,75711_01,KL GMC,02/28/2024,NA,70,55,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TU,197744,28,Notropis atherinoides,,,,2004,10,30,"RD, JS, SUTTKUS",,,197744_01,kl dd,03/05/2024,F,47,35,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,197744,28,Notropis atherinoides,,,,2004,10,30,"RD, JS, SUTTKUS",,,197744_03,KL CJW,03/05/2024,,68,54,,,,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU,197744,28,Notropis atherinoides,,,,2004,10,30,"RD, JS, SUTTKUS",,,197744_04,kl cjw,03/05/2024,na,55,49,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
