"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp","psite_count"
"64",68735,1971,4,20,"68735_01","IJ DJB GMC","08/08/2024","M",27,21,"162","impact","impact_1964-1973",30.705,-89.84611,"ACANTH.BLVE",0
"65",68735,1971,4,20,"68735_02","JT DJB CJW","08/08/2024","F",39,31,"518","impact","impact_1964-1973",30.705,-89.84611,"ACANTH.BLVE",0
"66",68735,1971,4,20,"68735_03","SC DJB KL","08/08/2024","F",35,27,"395","impact","impact_1964-1973",30.705,-89.84611,"ACANTH.BLVE",0
"67",68735,1971,4,20,"68735_04","JT CJW","08/08/2024","F",29,22,"197","impact","impact_1964-1973",30.705,-89.84611,"ACANTH.BLVE",0
"68",68757,1971,4,20,"68757_02","IJ KL","08/06/2024","F",35,28,"391","impact","impact_1964-1973",30.70222,-89.84417,"ACANTH.BLVE",0
"69",68757,1971,4,20,"68757_01","DJB GMC JT IJ","08/08/2024",NA,29,22,"269","impact","impact_1964-1973",30.70222,-89.84417,"ACANTH.BLVE",0
"70",68757,1971,4,20,"68757_03","jt sc dmdm","08/08/2024","f",40,32,"622","impact","impact_1964-1973",30.70222,-89.84417,"ACANTH.BLVE",0
"71",68757,1971,4,20,"68757_04","DJB GMC","08/08/2024",NA,37,29,"426","impact","impact_1964-1973",30.70222,-89.84417,"ACANTH.BLVE",0
"72",87325,1974,4,22,"87325_03","DJB CJW","08/13/2024","F",40,31,"827","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"73",87325,1974,4,22,"87325_04","IJ KL","08/13/2024","F",40,32,"715","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"74",87325,1974,4,22,"87325_01","IJ CJW","08/13/2024","F",40,32,"658","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"75",87325,1974,4,22,"87325_02","DJB DMDM","08/13/2024","F",39,31,"627","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"76",112553,1979,4,20,"112553_03","djb jt sc","08/09/2024","f",43,35,"879","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"77",112553,1979,4,20,"112553_02","sc jt gmc","08/09/2024","na",36,29,"396","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"78",112553,1979,4,20,"112553_01","sc jt dmdm","08/08/2024","na",44,34,"880","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"79",112553,1979,4,20,"112553_04","DJB JT KL","08/08/2024","F",43,34,"857","impact","impact_1974-1983",30.76222,-89.83111,"ACANTH.BLVE",0
"80",115181,1979,10,25,"115181_01","IJ","08/09/2024",NA,33,26,"281","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"81",115181,1979,10,25,"115181_02","DJB JT KL GMC","08/13/2024",NA,29,24,"216","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"82",115181,1979,10,25,"115181_03","sc","08/13/2024","na",31,24,"203","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"83",115181,1979,10,25,"115181_04","IJ KL","08/09/2024","M",30,23,"218","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"84",115231,1979,10,25,"115231_01","SC DMDM","08/06/2024",NA,37,31,"391","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"85",115231,1979,10,25,"115231_04","DJB JT CJW","08/06/2024","F",32,25,"274","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"86",115231,1979,10,25,"115231_03","JT CJW","08/06/2024","F",37,30,"427","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"87",115231,1979,10,25,"115231_02","DJB JT GMC","08/06/2024",NA,34,26,"296","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"88",117130,1980,4,29,"117130_03","JT CLW","08/05/2024",NA,28,22,"156","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"89",117130,1980,4,29,"117130_02","sc ij dmdm","08/06/2024","na",29,22,"184","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"90",117130,1980,4,29,"117130_01","JT IJ GMC","08/05/2024","F",33,25,"349","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"91",117130,1980,4,29,"117130_04","IJ DMDM","08/05/2024",NA,30,25,"222","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"92",120226,1981,1,22,"120226_02","DJB GMC","08/05/2024","M",27,20,"124","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"93",120226,1981,1,22,"120226_01","DJB KL","08/05/2024",NA,28,23,"146","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"94",121243,1981,4,30,"121243_03","djb ij dmdm","08/09/2024","f",38,30,"478","control","control_1974-1983",30.7825,-89.82027,"ACANTH.BLVE",0
"95",121243,1981,4,30,"121243_02","sc ij gmc","08/09/2024","f",40,31,"651","control","control_1974-1983",30.7825,-89.82027,"ACANTH.BLVE",0
"96",121243,1981,4,30,"121243_01","KL","07/13/2023","F",44,36,"","control","control_1974-1983",30.7825,-89.82027,"ACANTH.BLVE",0
"97",121243,1981,4,30,"121243_03","jt ij cjw","08/09/2024","f",44,35,"952","control","control_1974-1983",30.7825,-89.82027,"ACANTH.BLVE",0
"98",121273,1981,4,30,"121273_04","DJB DMDM","08/05/2024","F",39,30,"580","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"99",121273,1981,4,30,"121273_01","JT CJW","08/02/2024",NA,36,28,"486","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"100",121273,1981,4,30,"121273_03","JT KL","08/02/2024","F",49,39,"1209","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"101",121273,1981,4,30,"121273_02","JT DMDM","08/02/2024","",37,28,"540","control","control_1974-1983",30.76805,-89.83083,"ACANTH.BLVE",0
"102",121291,1981,4,30,"121291_02","JT IJ GMC","08/06/2024",NA,38,30,"547","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"103",121291,1981,4,30,"121291_01","djb sc kl","08/06/2024","f",34,27,"405","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"104",121291,1981,4,30,"121291_03","JT IJ","08/06/2024","F",36,28,"479","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"105",121291,1981,4,30,"121291_04","SC IJ","08/05/2024",NA,43,30,"1088","impact","impact_1974-1983",30.75667,-89.82611,"ACANTH.BLVE",0
"106",132481,1983,10,6,"132481_01","jt gmc","08/06/2024","f",35,27,"323","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"107",132481,1983,10,6,"132481_03","DJB JT DMDM","08/06/2024",NA,35,27,"354","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"108",132481,1983,10,6,"132481_02","sc cjw","08/06/2024","f",34,28,"321","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"109",132481,1983,10,6,"132481_04","SC CJW","08/06/2024",NA,30,24,"170","impact","impact_1974-1983",30.70222,-89.84417,"ACANTH.BLVE",0
"110",145192,1986,4,24,"145192_04","SC DJB DMDM","08/05/2024",NA,30.5,24,"196","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"111",145192,1986,4,24,"145192_02","SC DJB GMC","08/05/2024","F",38,30,"508","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"112",145192,1986,4,24,"145192_01","DJB DMDM","08/05/2024","F",38,30,"496","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"113",145192,1986,4,24,"145192_03","KJT DJB GMC","08/05/2024","M",31,25,"234","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"114",145203,1986,4,24,"145203_02","sc jt gmc","08/06/2024","m",27,22,"129","impact","impact_1984-1993",30.75667,-89.82611,"ACANTH.BLVE",0
"115",145203,1986,4,24,"145203_01","jt kl","08/05/2024","f",44,34,"845","impact","impact_1984-1993",30.75667,-89.82611,"ACANTH.BLVE",0
"116",145203,1986,4,24,"145203_03","sc gmc cjw","08/06/2024","m",28,22,"143","impact","impact_1984-1993",30.75667,-89.82611,"ACANTH.BLVE",0
"117",145203,1986,4,24,"145203_04","DJB GMC KL","08/06/2024",NA,40,31,"581","impact","impact_1984-1993",30.75667,-89.82611,"ACANTH.BLVE",0
"118",146702,1986,10,9,"146702_02","gmc dmdm cjw","08/09/2024","f",29,24,"187","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"119",146702,1986,10,9,"146702_04","gmc dmdm","08/09/2024","na",28,22,"164","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"120",146702,1986,10,9,"146702_03","gmc","08/09/2024","f",34,27,"270","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"121",146702,1986,10,9,"146702_01","gmc dmdm kl","08/09/2024","m",27,23,"125","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"122",146729,1986,10,9,"146729_02","djb jt dmdm","08/09/2024","f",30,24,"214","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"123",146729,1986,10,9,"146729_01","ij cjw","08/09/2024","f",39,32,"554","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"124",146729,1986,10,9,"146729_04","sc gmc cjw","08/09/2024","f",28,23,"148","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"125",146729,1986,10,9,"146729_03","sc jt djb gmc","08/09/2024","f",38,29,"364","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"126",148200,1987,4,2,"148200_02","SC IJ GMC","08/09/2024","F",33,26,"304","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"127",148200,1987,4,2,"148200_03","JT GMC","08/09/2024",NA,29,21,"177","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"128",148200,1987,4,2,"148200_01","JT GMC","08/09/2024",NA,31,25,"220","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"129",148200,1987,4,2,"148200_04","IJ DMDM","08/09/2024",NA,28,21,"159","control","control_1984-1993",30.7825,-89.82027,"ACANTH.BLVE",0
"130",148219,1987,4,2,"148219_04","DJB GMC JT","08/05/2024",NA,28,22,"169","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"131",148219,1987,4,2,"148219_02","DJB KL","08/02/2024","F",33,26,"256","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"132",148219,1987,4,2,"148219_03","JT GMC","08/05/2024",NA,37,29,"372","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"133",148219,1987,4,2,"148219_01","DJB KL","08/05/2024","F",34,27,"295","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"134",149353,1987,7,14,"149353_02","DMDM","08/05/2024",NA,29,23,"155","impact","impact_1984-1993",30.70222,-89.84417,"ACANTH.BLVE",0
"135",149353,1987,7,14,"149353_01","DJB GMC","08/05/2024",NA,26.5,21,"134","impact","impact_1984-1993",30.70222,-89.84417,"ACANTH.BLVE",0
"136",150515,1987,10,29,"150515_03","DJB GMC","08/08/2024","f",39,33,"na","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"137",150515,1987,10,29,"150515_02","jt djb kl","08/08/2024","m",27,21,"140","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"138",150515,1987,10,29,"150515_01","DJB DMDM","08/08/24",NA,30,24,"215","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"139",150515,1987,10,29,"150515_04","DJB","08/08/24",NA,32,24,"212","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"140",150525,1987,10,29,"150525_01","DJB CJW","08/08/2024","f",35,27,"327","impact","impact_1984-1993",30.705,-89.84611,"ACANTH.BLVE",0
"141",150525,1987,10,29,"150525_04","DJB DMDM","08/08/2024","na",33,27,"255","impact","impact_1984-1993",30.705,-89.84611,"ACANTH.BLVE",0
"142",150525,1987,10,29,"150525_03","DJB DMDM","08/08/2024","na",30,28,"378","impact","impact_1984-1993",30.705,-89.84611,"ACANTH.BLVE",0
"143",150525,1987,10,29,"150525_02","CJW","08/08/2024","f",31,25,"193","impact","impact_1984-1993",30.705,-89.84611,"ACANTH.BLVE",0
"144",157858,1990,4,27,"157858_03","SC DMDM CJW","08/09/2024","F",36,27,"341","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"145",157858,1990,4,27,"157858_02","JT IJ DMDM","08/09/2024","F",35,28,"336","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"146",157858,1990,4,27,"157858_04","IJ GMC","08/09/2024","F",48,38,"1057","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"147",157858,1990,4,27,"157858_01","KL","07/13/2023",NA,40,31,"","impact","impact_1984-1993",30.76528,-89.83222,"ACANTH.BLVE",0
"148",162917,1992,4,24,"162917_01","JT IJ CJW","08/06/2024","F",35,28,"405","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"149",162917,1992,4,24,"162917_02","sc ij cjw","08/06/2024","f",38,30,"474","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"150",162917,1992,4,24,"162917_03","JT GMC","08/06/2024","F",45,35,"829","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"151",162917,1992,4,24,"162917_04","djb ij dmdm","08/06/2024","f",36,30,"487","impact","impact_1984-1993",30.74055,-89.82694,"ACANTH.BLVE",0
"152",171835,1994,10,15,"171835_02","IJ","08/09/2024",NA,28,23,"144","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"153",171835,1994,10,15,"171835_03","DJB","08/09/2024",NA,29,22,"136","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"154",171835,1994,10,15,"171835_01","KL","08/09/2024",NA,29,23,"150","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"155",171835,1994,10,15,"171835_04","IJ CJW","08/13/2024","F",27,22,"91","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"156",175630,1995,7,29,"175630_01","gmc kl","05/07/2024","f",22,12,"","impact","impact_1994-2003",30.75417,-89.82694,"ACANTH.BLVE",0
"157",175630,1995,7,29,"175630_02","sd acl gmc","05/07/2024","na",20,12,"","impact","impact_1994-2003",30.75417,-89.82694,"ACANTH.BLVE",0
"158",175630,1995,7,29,"175630_03","SD ACL GMC","05/07/2024","F",21,12,"","impact","impact_1994-2003",30.75417,-89.82694,"ACANTH.BLVE",0
"159",175630,1995,7,29,"175630_04","sd acl gmc","05/07/2024","na",28,23,"","impact","impact_1994-2003",30.75417,-89.82694,"ACANTH.BLVE",0
"160",176893,1995,7,10,"176893_02","DMDM","08/05/2024","M",26,20,"152","control","control_1994-2003",30.7825,-89.82027,"ACANTH.BLVE",0
"161",176893,1995,10,7,"176893_01","DJB DMDM","08/05/2024","M",24,19,"139","control","control_1994-2003",30.7825,-89.82027,"ACANTH.BLVE",0
"162",176893,1995,10,7,"176893_04","DMDM KL","08/05/2024","M",29,23,"222","control","control_1994-2003",30.7825,-89.82027,"ACANTH.BLVE",0
"163",176893,1995,10,7,"176893_03","CLW","08/05/2024","M",25,20,"138","control","control_1994-2003",30.7825,-89.82027,"ACANTH.BLVE",0
"164",176914,1995,10,7,"176914_01","gmc kl","04/01/2024","f",34,27,"","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"165",176914,1995,10,7,"176914_02","GMC KL","04/01/2024","F",25,20,"","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"166",176914,1995,10,7,"176914_04","gmc","05/06/24","na",24,18,"","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"167",176914,1995,10,7,"176914_03","GMC","05/06/2024","F",21,19,"","impact","impact_1994-2003",30.76528,-89.83222,"ACANTH.BLVE",0
"168",176966,1995,10,7,"176966_02","DJB KL","08/08/2024",NA,33,25,"259","impact","impact_1994-2003",30.70222,-89.84417,"ACANTH.BLVE",0
"169",176966,1995,10,7,"176966_03","DJB GMC","08/08/2024","F",32,25,"218","impact","impact_1994-2003",30.70222,-89.84417,"ACANTH.BLVE",0
"170",176966,1995,10,7,"176966_01","DJB CJW","08/08/2024","F",34,29,"292","impact","impact_1994-2003",30.70222,-89.84417,"ACANTH.BLVE",0
"171",176966,1995,10,7,"176966_04","DJB CJW","08/08/2024",NA,34,28,"296","impact","impact_1994-2003",30.70222,-89.84417,"ACANTH.BLVE",0
"172",177787,1996,1,13,"177787_03","sc cjw","08/06/2024","F",38,30,"425","control","control_1994-2003",30.78472,-89.81944,"ACANTH.BLVE",0
"173",177787,1996,1,13,"177787_02","JT SC DMDM","08/06/2024","F",30,24,"203","control","control_1994-2003",30.78472,-89.81944,"ACANTH.BLVE",0
"174",177787,1996,1,13,"177787_01","dmdm","08/06/2024",NA,32,25,"257","control","control_1994-2003",30.78472,-89.81944,"ACANTH.BLVE",0
